order_id,date,sku,quantity,unit_price,gross_sales,shipping_revenue,actual_shipping_cost,refund_status,refund_amount
10656,10/17/2023,GENERIC-GADGET-0,3,50.75,152.25,0,7.45,Completed,0
10499,10/17/2023,GENERIC-GADGET-6,1,38.3,38.3,9.99,6.75,Completed,0
13531,10/17/2023,LAPTOP-STAND-ALU,1,59.99,59.99,0,9.2,Completed,0
13500,10/17/2023,GENERIC-GADGET-3,1,59.05,59.05,0,8.15,Completed,0
12186,10/17/2023,SCREEN-CLEAN-KIT,2,9.99,19.98,9.99,5.7,Refunded,-19.98
11288,10/17/2023,GENERIC-GADGET-4,1,65.08,65.08,0,8.15,Completed,0
11166,10/18/2023,GENERIC-GADGET-4,1,65.08,65.08,0,8.15,Completed,0
11838,10/18/2023,GENERIC-GADGET-1,1,65.5,65.5,0,6.75,Completed,0
12175,10/18/2023,MOUSE-PAD-XL,1,24.99,24.99,9.99,6.4,Completed,0
11438,10/18/2023,GENERIC-GADGET-2,1,59.9,59.9,0,7.1,Completed,0
10923,10/18/2023,GENERIC-GADGET-6,1,38.3,38.3,9.99,6.75,Completed,0
12097,10/18/2023,VR-HEADSET-LITE,1,299.99,299.99,0,7.8,Completed,0
11224,10/18/2023,GAMER-CHAIR-PRO,1,199.99,199.99,0,57.5,Completed,0
11852,10/18/2023,SMART-HUB-X,1,89.99,89.99,0,6.75,Completed,0
11729,10/18/2023,VR-HEADSET-LITE,1,299.99,299.99,0,7.8,Completed,0
11378,10/18/2023,VR-HEADSET-LITE,1,299.99,299.99,0,7.8,Completed,0
14197,10/18/2023,GENERIC-GADGET-0,2,50.75,101.5,0,7.45,Completed,0
14089,10/18/2023,VR-HEADSET-LITE,1,299.99,299.99,0,7.8,Refunded,-299.99
13994,10/18/2023,GENERIC-GADGET-10,1,77.76,77.76,0,8.15,Completed,0
10891,10/18/2023,SCREEN-CLEAN-KIT,1,9.99,9.99,9.99,5.7,Completed,0
11106,10/18/2023,VR-HEADSET-LITE,1,299.99,299.99,0,7.8,Refunded,-299.99
14248,10/18/2023,GENERIC-GADGET-0,1,50.75,50.75,0,7.45,Completed,0
11749,10/18/2023,GENERIC-GADGET-3,1,59.05,59.05,0,8.15,Completed,0
11304,10/18/2023,VR-HEADSET-LITE,1,299.99,299.99,0,7.8,Completed,0
11782,10/18/2023,GENERIC-GADGET-10,1,77.76,77.76,0,8.15,Completed,0
14176,10/18/2023,GENERIC-GADGET-7,1,33.15,33.15,9.99,7.45,Completed,0
11306,10/18/2023,VR-HEADSET-LITE,1,299.99,299.99,0,7.8,Completed,0
12251,10/18/2023,MOUSE-PAD-XL,1,24.99,24.99,9.99,6.4,Completed,0
11046,10/18/2023,GAMER-CHAIR-PRO,1,199.99,199.99,0,57.5,Completed,0
10000,10/18/2023,USB-C-CABLE-2M,1,12.99,12.99,9.99,5.35,Completed,0
13077,10/18/2023,SCREEN-CLEAN-KIT,1,9.99,9.99,9.99,5.7,Completed,0
10827,10/18/2023,GENERIC-GADGET-2,1,59.9,59.9,0,7.1,Completed,0
13607,10/18/2023,GENERIC-GADGET-7,1,33.15,33.15,9.99,7.45,Completed,0
10875,10/18/2023,GENERIC-GADGET-6,1,38.3,38.3,9.99,6.75,Refunded,-38.3
13545,10/18/2023,GENERIC-GADGET-7,1,33.15,33.15,9.99,7.45,Completed,0
13890,10/18/2023,GENERIC-GADGET-8,1,46.52,46.52,9.99,7.8,Completed,0
13198,10/18/2023,MECH-KEYBOARD-RGB,1,129.99,129.99,0,10.25,Completed,0
13528,10/18/2023,GENERIC-GADGET-0,1,50.75,50.75,0,7.45,Completed,0
14162,10/18/2023,SCREEN-CLEAN-KIT,1,9.99,9.99,9.99,5.7,Completed,0
10555,10/18/2023,GENERIC-GADGET-0,3,50.75,152.25,0,7.45,Completed,0
12332,10/18/2023,VR-HEADSET-LITE,1,299.99,299.99,0,7.8,Completed,0
13206,10/18/2023,GENERIC-GADGET-8,1,46.52,46.52,9.99,7.8,Completed,0
10768,10/18/2023,GENERIC-GADGET-9,2,44.07,88.14,0,6.4,Completed,0
10448,10/18/2023,USB-C-CABLE-2M,1,12.99,12.99,9.99,5.35,Completed,0
13214,10/18/2023,GENERIC-GADGET-2,1,59.9,59.9,0,7.1,Completed,0
13224,10/18/2023,MOUSE-PAD-XL,1,24.99,24.99,9.99,6.4,Completed,0
13351,10/18/2023,SCREEN-CLEAN-KIT,1,9.99,9.99,9.99,5.7,Completed,0
10191,10/18/2023,GENERIC-GADGET-1,1,65.5,65.5,0,6.75,Completed,0
12531,10/18/2023,GENERIC-GADGET-1,1,65.5,65.5,0,6.75,Completed,0
13328,10/18/2023,LAPTOP-STAND-ALU,1,59.99,59.99,0,9.2,Completed,0
10246,10/18/2023,VR-HEADSET-LITE,1,299.99,299.99,0,7.8,Completed,0
13211,10/18/2023,MOUSE-PAD-XL,1,24.99,24.99,9.99,6.4,Refunded,-24.99
10834,10/18/2023,GENERIC-GADGET-0,1,50.75,50.75,0,7.45,Completed,0
12502,10/18/2023,GENERIC-GADGET-11,1,66.71,66.71,0,6.75,Completed,0
13609,10/18/2023,USB-C-CABLE-2M,1,12.99,12.99,9.99,5.35,Completed,0
13823,10/18/2023,GAMER-CHAIR-PRO,1,199.99,199.99,0,57.5,Completed,0
10438,10/18/2023,USB-C-CABLE-2M,1,12.99,12.99,9.99,5.35,Completed,0
10416,10/18/2023,GENERIC-GADGET-5,1,76.53,76.53,0,8.15,Completed,0
12456,10/18/2023,VR-HEADSET-LITE,1,299.99,299.99,0,7.8,Completed,0
10028,10/18/2023,MECH-KEYBOARD-RGB,1,129.99,129.99,0,10.25,Completed,0
10326,10/18/2023,MOUSE-PAD-XL,1,24.99,24.99,9.99,6.4,Completed,0
12304,10/18/2023,SCREEN-CLEAN-KIT,1,9.99,9.99,9.99,5.7,Completed,0
13084,10/18/2023,GENERIC-GADGET-11,1,66.71,66.71,0,6.75,Refunded,-66.71
13140,10/18/2023,GENERIC-GADGET-8,2,46.52,93.04,0,7.8,Completed,0
13667,10/18/2023,GENERIC-GADGET-9,1,44.07,44.07,9.99,6.4,Completed,0
10610,10/18/2023,LAPTOP-STAND-ALU,3,59.99,179.97,0,9.2,Completed,0
11203,10/19/2023,GENERIC-GADGET-2,1,59.9,59.9,0,7.1,Completed,0
13099,10/19/2023,GAMER-CHAIR-PRO,3,199.99,599.97,0,57.5,Completed,0
13118,10/19/2023,SMART-HUB-X,1,89.99,89.99,0,6.75,Completed,0
10701,10/19/2023,GENERIC-GADGET-2,1,59.9,59.9,0,7.1,Completed,0
13867,10/19/2023,USB-C-CABLE-2M,2,12.99,25.98,9.99,5.35,Completed,0
13776,10/19/2023,VR-HEADSET-LITE,1,299.99,299.99,0,7.8,Refunded,-299.99
12071,10/19/2023,VR-HEADSET-LITE,2,299.99,599.98,0,7.8,Completed,0
13254,10/19/2023,VR-HEADSET-LITE,1,299.99,299.99,0,7.8,Completed,0
13081,10/19/2023,SMART-HUB-X,1,89.99,89.99,0,6.75,Completed,0
12409,10/19/2023,SCREEN-CLEAN-KIT,1,9.99,9.99,9.99,5.7,Completed,0
11211,10/19/2023,GENERIC-GADGET-6,1,38.3,38.3,9.99,6.75,Completed,0
13943,10/19/2023,GENERIC-GADGET-7,1,33.15,33.15,9.99,7.45,Completed,0
12078,10/19/2023,GENERIC-GADGET-10,1,77.76,77.76,0,8.15,Completed,0
10294,10/19/2023,GENERIC-GADGET-6,2,38.3,76.6,0,6.75,Completed,0
12111,10/19/2023,GENERIC-GADGET-11,1,66.71,66.71,0,6.75,Completed,0
12017,10/19/2023,GENERIC-GADGET-8,1,46.52,46.52,9.99,7.8,Completed,0
13846,10/19/2023,GENERIC-GADGET-1,1,65.5,65.5,0,6.75,Completed,0
14445,10/19/2023,GENERIC-GADGET-6,1,38.3,38.3,9.99,6.75,Completed,0
10307,10/19/2023,USB-C-CABLE-2M,1,12.99,12.99,9.99,5.35,Completed,0
11216,10/19/2023,GENERIC-GADGET-6,1,38.3,38.3,9.99,6.75,Completed,0
11156,10/19/2023,USB-C-CABLE-2M,1,12.99,12.99,9.99,5.35,Completed,0
10444,10/19/2023,SCREEN-CLEAN-KIT,1,9.99,9.99,9.99,5.7,Completed,0
12163,10/19/2023,GENERIC-GADGET-2,1,59.9,59.9,0,7.1,Completed,0
14001,10/19/2023,GENERIC-GADGET-8,1,46.52,46.52,9.99,7.8,Completed,0
12384,10/19/2023,USB-C-CABLE-2M,1,12.99,12.99,9.99,5.35,Completed,0
14447,10/19/2023,GENERIC-GADGET-9,1,44.07,44.07,9.99,6.4,Completed,0
12038,10/19/2023,GENERIC-GADGET-10,2,77.76,155.52,0,8.15,Completed,0
13897,10/19/2023,GENERIC-GADGET-7,2,33.15,66.3,0,7.45,Completed,0
13965,10/19/2023,GENERIC-GADGET-9,1,44.07,44.07,9.99,6.4,Completed,0
13911,10/19/2023,MECH-KEYBOARD-RGB,1,129.99,129.99,0,10.25,Refunded,-129.99
10042,10/19/2023,GENERIC-GADGET-2,1,59.9,59.9,0,7.1,Completed,0
11991,10/19/2023,GENERIC-GADGET-9,1,44.07,44.07,9.99,6.4,Completed,0
14485,10/19/2023,MOUSE-PAD-XL,1,24.99,24.99,9.99,6.4,Completed,0
11072,10/19/2023,GAMER-CHAIR-PRO,2,199.99,399.98,0,57.5,Refunded,-399.98
14307,10/19/2023,LAPTOP-STAND-ALU,1,59.99,59.99,0,9.2,Completed,0
10598,10/19/2023,GENERIC-GADGET-3,1,59.05,59.05,0,8.15,Completed,0
11995,10/19/2023,GENERIC-GADGET-8,2,46.52,93.04,0,7.8,Completed,0
12292,10/19/2023,GENERIC-GADGET-11,1,66.71,66.71,0,6.75,Completed,0
10859,10/19/2023,LAPTOP-STAND-ALU,1,59.99,59.99,0,9.2,Completed,0
10619,10/19/2023,GENERIC-GADGET-10,1,77.76,77.76,0,8.15,Completed,0
10881,10/19/2023,USB-C-CABLE-2M,1,12.99,12.99,9.99,5.35,Completed,0
10006,10/19/2023,GENERIC-GADGET-0,1,50.75,50.75,0,7.45,Completed,0
14166,10/19/2023,GENERIC-GADGET-4,1,65.08,65.08,0,8.15,Completed,0
11401,10/19/2023,GENERIC-GADGET-0,1,50.75,50.75,0,7.45,Completed,0
10084,10/19/2023,USB-C-CABLE-2M,1,12.99,12.99,9.99,5.35,Completed,0
13703,10/19/2023,GENERIC-GADGET-8,1,46.52,46.52,9.99,7.8,Completed,0
14473,10/19/2023,USB-C-CABLE-2M,1,12.99,12.99,9.99,5.35,Completed,0
13486,10/19/2023,GENERIC-GADGET-2,1,59.9,59.9,0,7.1,Completed,0
10125,10/19/2023,GENERIC-GADGET-10,1,77.76,77.76,0,8.15,Completed,0
12849,10/19/2023,GENERIC-GADGET-2,1,59.9,59.9,0,7.1,Completed,0
11089,10/19/2023,VR-HEADSET-LITE,3,299.99,899.97,0,7.8,Completed,0
12364,10/19/2023,SMART-HUB-X,1,89.99,89.99,0,6.75,Completed,0
12838,10/19/2023,GENERIC-GADGET-11,1,66.71,66.71,0,6.75,Completed,0
13875,10/19/2023,LAPTOP-STAND-ALU,2,59.99,119.98,0,9.2,Completed,0
12579,10/19/2023,GENERIC-GADGET-7,1,33.15,33.15,9.99,7.45,Completed,0
11192,10/19/2023,GENERIC-GADGET-0,1,50.75,50.75,0,7.45,Completed,0
11658,10/19/2023,GENERIC-GADGET-10,1,77.76,77.76,0,8.15,Completed,0
10382,10/20/2023,LAPTOP-STAND-ALU,1,59.99,59.99,0,9.2,Refunded,-59.99
10483,10/20/2023,GENERIC-GADGET-11,1,66.71,66.71,0,6.75,Completed,0
11907,10/20/2023,GENERIC-GADGET-11,1,66.71,66.71,0,6.75,Completed,0
12651,10/20/2023,MECH-KEYBOARD-RGB,1,129.99,129.99,0,10.25,Completed,0
11117,10/20/2023,GENERIC-GADGET-2,1,59.9,59.9,0,7.1,Refunded,-59.9
11000,10/20/2023,SCREEN-CLEAN-KIT,1,9.99,9.99,9.99,5.7,Completed,0
14261,10/20/2023,GENERIC-GADGET-2,1,59.9,59.9,0,7.1,Completed,0
11163,10/20/2023,GENERIC-GADGET-0,1,50.75,50.75,0,7.45,Completed,0
10511,10/20/2023,SCREEN-CLEAN-KIT,1,9.99,9.99,9.99,5.7,Completed,0
13877,10/20/2023,MECH-KEYBOARD-RGB,1,129.99,129.99,0,10.25,Completed,0
11099,10/20/2023,GENERIC-GADGET-11,1,66.71,66.71,0,6.75,Completed,0
10553,10/20/2023,GENERIC-GADGET-7,2,33.15,66.3,0,7.45,Refunded,-66.3
10503,10/20/2023,GENERIC-GADGET-8,1,46.52,46.52,9.99,7.8,Completed,0
12519,10/20/2023,GENERIC-GADGET-2,1,59.9,59.9,0,7.1,Completed,0
13160,10/20/2023,GENERIC-GADGET-0,1,50.75,50.75,0,7.45,Completed,0
12088,10/20/2023,LAPTOP-STAND-ALU,1,59.99,59.99,0,9.2,Completed,0
13765,10/20/2023,GENERIC-GADGET-7,1,33.15,33.15,9.99,7.45,Completed,0
13370,10/20/2023,GENERIC-GADGET-5,1,76.53,76.53,0,8.15,Completed,0
13078,10/20/2023,SMART-HUB-X,1,89.99,89.99,0,6.75,Completed,0
11326,10/20/2023,VR-HEADSET-LITE,1,299.99,299.99,0,7.8,Completed,0
13460,10/20/2023,SCREEN-CLEAN-KIT,1,9.99,9.99,9.99,5.7,Refunded,-9.99
13724,10/20/2023,GENERIC-GADGET-2,1,59.9,59.9,0,7.1,Completed,0
12209,10/20/2023,GENERIC-GADGET-10,1,77.76,77.76,0,8.15,Completed,0
13533,10/20/2023,MECH-KEYBOARD-RGB,1,129.99,129.99,0,10.25,Completed,0
10909,10/20/2023,GENERIC-GADGET-8,1,46.52,46.52,9.99,7.8,Completed,0
11361,10/20/2023,GENERIC-GADGET-8,1,46.52,46.52,9.99,7.8,Completed,0
13990,10/20/2023,MECH-KEYBOARD-RGB,1,129.99,129.99,0,10.25,Completed,0
13620,10/20/2023,GENERIC-GADGET-4,1,65.08,65.08,0,8.15,Completed,0
12233,10/20/2023,MOUSE-PAD-XL,3,24.99,74.97,0,6.4,Completed,0
14492,10/20/2023,USB-C-CABLE-2M,1,12.99,12.99,9.99,5.35,Completed,0
11406,10/20/2023,SCREEN-CLEAN-KIT,1,9.99,9.99,9.99,5.7,Completed,0
10018,10/20/2023,GENERIC-GADGET-11,1,66.71,66.71,0,6.75,Completed,0
11410,10/20/2023,LAPTOP-STAND-ALU,1,59.99,59.99,0,9.2,Completed,0
12381,10/20/2023,GENERIC-GADGET-7,1,33.15,33.15,9.99,7.45,Completed,0
13293,10/20/2023,USB-C-CABLE-2M,1,12.99,12.99,9.99,5.35,Completed,0
14355,10/20/2023,GENERIC-GADGET-5,1,76.53,76.53,0,8.15,Refunded,-76.53
11746,10/20/2023,USB-C-CABLE-2M,1,12.99,12.99,9.99,5.35,Completed,0
10306,10/20/2023,GENERIC-GADGET-5,2,76.53,153.06,0,8.15,Completed,0
11250,10/20/2023,SCREEN-CLEAN-KIT,1,9.99,9.99,9.99,5.7,Completed,0
11219,10/20/2023,GENERIC-GADGET-5,3,76.53,229.59,0,8.15,Completed,0
11776,10/20/2023,GENERIC-GADGET-2,1,59.9,59.9,0,7.1,Completed,0
13257,10/20/2023,USB-C-CABLE-2M,1,12.99,12.99,9.99,5.35,Completed,0
13951,10/20/2023,GENERIC-GADGET-5,1,76.53,76.53,0,8.15,Refunded,-76.53
11780,10/20/2023,GENERIC-GADGET-9,1,44.07,44.07,9.99,6.4,Completed,0
14020,10/20/2023,GENERIC-GADGET-8,1,46.52,46.52,9.99,7.8,Completed,0
10943,10/20/2023,GAMER-CHAIR-PRO,2,199.99,399.98,0,57.5,Completed,0
12396,10/20/2023,MOUSE-PAD-XL,1,24.99,24.99,9.99,6.4,Completed,0
13654,10/21/2023,GENERIC-GADGET-2,1,59.9,59.9,0,7.1,Completed,0
13139,10/21/2023,SMART-HUB-X,3,89.99,269.97,0,6.75,Completed,0
10317,10/21/2023,GENERIC-GADGET-0,1,50.75,50.75,0,7.45,Completed,0
12713,10/21/2023,GENERIC-GADGET-5,1,76.53,76.53,0,8.15,Completed,0
13572,10/21/2023,GENERIC-GADGET-2,1,59.9,59.9,0,7.1,Completed,0
10346,10/21/2023,GENERIC-GADGET-3,1,59.05,59.05,0,8.15,Completed,0
14369,10/21/2023,GAMER-CHAIR-PRO,1,199.99,199.99,0,57.5,Completed,0
10604,10/21/2023,USB-C-CABLE-2M,1,12.99,12.99,9.99,5.35,Completed,0
13640,10/21/2023,GAMER-CHAIR-PRO,1,199.99,199.99,0,57.5,Completed,0
13775,10/21/2023,GENERIC-GADGET-2,1,59.9,59.9,0,7.1,Completed,0
10277,10/21/2023,GENERIC-GADGET-11,1,66.71,66.71,0,6.75,Completed,0
13475,10/21/2023,MECH-KEYBOARD-RGB,2,129.99,259.98,0,10.25,Completed,0
12776,10/21/2023,LAPTOP-STAND-ALU,3,59.99,179.97,0,9.2,Completed,0
11951,10/21/2023,GENERIC-GADGET-4,3,65.08,195.24,0,8.15,Completed,0
14056,10/21/2023,GAMER-CHAIR-PRO,1,199.99,199.99,0,57.5,Completed,0
12925,10/21/2023,GENERIC-GADGET-1,2,65.5,131,0,6.75,Completed,0
12811,10/21/2023,GENERIC-GADGET-1,1,65.5,65.5,0,6.75,Completed,0
10525,10/21/2023,LAPTOP-STAND-ALU,1,59.99,59.99,0,9.2,Completed,0
11254,10/21/2023,GENERIC-GADGET-2,1,59.9,59.9,0,7.1,Completed,0
13777,10/21/2023,GAMER-CHAIR-PRO,1,199.99,199.99,0,57.5,Completed,0
10173,10/21/2023,MECH-KEYBOARD-RGB,2,129.99,259.98,0,10.25,Completed,0
10177,10/21/2023,MECH-KEYBOARD-RGB,1,129.99,129.99,0,10.25,Completed,0
13874,10/21/2023,USB-C-CABLE-2M,1,12.99,12.99,9.99,5.35,Completed,0
12904,10/21/2023,GENERIC-GADGET-11,1,66.71,66.71,0,6.75,Completed,0
10557,10/21/2023,VR-HEADSET-LITE,1,299.99,299.99,0,7.8,Completed,0
10158,10/21/2023,GENERIC-GADGET-10,1,77.76,77.76,0,8.15,Completed,0
12270,10/21/2023,MOUSE-PAD-XL,1,24.99,24.99,9.99,6.4,Completed,0
13929,10/21/2023,GENERIC-GADGET-3,2,59.05,118.1,0,8.15,Completed,0
12066,10/21/2023,LAPTOP-STAND-ALU,1,59.99,59.99,0,9.2,Completed,0
10670,10/21/2023,GENERIC-GADGET-1,1,65.5,65.5,0,6.75,Completed,0
12211,10/21/2023,GENERIC-GADGET-11,1,66.71,66.71,0,6.75,Completed,0
10981,10/21/2023,GENERIC-GADGET-8,1,46.52,46.52,9.99,7.8,Completed,0
13909,10/21/2023,GENERIC-GADGET-3,1,59.05,59.05,0,8.15,Completed,0
10639,10/21/2023,GENERIC-GADGET-0,1,50.75,50.75,0,7.45,Refunded,-50.75
12487,10/21/2023,GENERIC-GADGET-5,1,76.53,76.53,0,8.15,Completed,0
12446,10/21/2023,GENERIC-GADGET-9,1,44.07,44.07,9.99,6.4,Completed,0
14278,10/21/2023,GENERIC-GADGET-4,1,65.08,65.08,0,8.15,Completed,0
10752,10/21/2023,GAMER-CHAIR-PRO,1,199.99,199.99,0,57.5,Completed,0
10977,10/21/2023,GAMER-CHAIR-PRO,1,199.99,199.99,0,57.5,Completed,0
14294,10/21/2023,GENERIC-GADGET-3,1,59.05,59.05,0,8.15,Completed,0
12213,10/21/2023,GENERIC-GADGET-4,2,65.08,130.16,0,8.15,Completed,0
10684,10/21/2023,SCREEN-CLEAN-KIT,1,9.99,9.99,9.99,5.7,Completed,0
12397,10/21/2023,USB-C-CABLE-2M,1,12.99,12.99,9.99,5.35,Completed,0
10944,10/21/2023,GENERIC-GADGET-6,2,38.3,76.6,0,6.75,Completed,0
10868,10/21/2023,GENERIC-GADGET-4,1,65.08,65.08,0,8.15,Completed,0
12068,10/21/2023,GENERIC-GADGET-5,1,76.53,76.53,0,8.15,Completed,0
11017,10/21/2023,GENERIC-GADGET-5,1,76.53,76.53,0,8.15,Completed,0
12834,10/22/2023,GAMER-CHAIR-PRO,1,199.99,199.99,0,57.5,Completed,0
11139,10/22/2023,MOUSE-PAD-XL,1,24.99,24.99,9.99,6.4,Completed,0
11551,10/22/2023,GENERIC-GADGET-7,1,33.15,33.15,9.99,7.45,Completed,0
11884,10/22/2023,GENERIC-GADGET-1,1,65.5,65.5,0,6.75,Completed,0
12864,10/22/2023,GENERIC-GADGET-4,1,65.08,65.08,0,8.15,Completed,0
12855,10/22/2023,SCREEN-CLEAN-KIT,1,9.99,9.99,9.99,5.7,Completed,0
13701,10/22/2023,LAPTOP-STAND-ALU,1,59.99,59.99,0,9.2,Completed,0
10488,10/22/2023,GENERIC-GADGET-5,1,76.53,76.53,0,8.15,Completed,0
10691,10/22/2023,GAMER-CHAIR-PRO,1,199.99,199.99,0,57.5,Completed,0
11935,10/22/2023,MOUSE-PAD-XL,1,24.99,24.99,9.99,6.4,Completed,0
14394,10/22/2023,GAMER-CHAIR-PRO,1,199.99,199.99,0,57.5,Completed,0
12830,10/22/2023,VR-HEADSET-LITE,1,299.99,299.99,0,7.8,Completed,0
13539,10/22/2023,GENERIC-GADGET-9,1,44.07,44.07,9.99,6.4,Completed,0
10687,10/22/2023,GENERIC-GADGET-6,1,38.3,38.3,9.99,6.75,Completed,0
11556,10/22/2023,LAPTOP-STAND-ALU,1,59.99,59.99,0,9.2,Completed,0
10077,10/22/2023,GENERIC-GADGET-3,1,59.05,59.05,0,8.15,Completed,0
10429,10/22/2023,SMART-HUB-X,1,89.99,89.99,0,6.75,Completed,0
10709,10/22/2023,USB-C-CABLE-2M,1,12.99,12.99,9.99,5.35,Completed,0
13208,10/22/2023,GENERIC-GADGET-1,1,65.5,65.5,0,6.75,Completed,0
12420,10/22/2023,GENERIC-GADGET-1,1,65.5,65.5,0,6.75,Completed,0
10941,10/22/2023,GENERIC-GADGET-3,3,59.05,177.15,0,8.15,Completed,0
12634,10/22/2023,SMART-HUB-X,1,89.99,89.99,0,6.75,Completed,0
12385,10/22/2023,GENERIC-GADGET-8,1,46.52,46.52,9.99,7.8,Completed,0
13799,10/22/2023,GENERIC-GADGET-0,1,50.75,50.75,0,7.45,Completed,0
14002,10/22/2023,GENERIC-GADGET-6,1,38.3,38.3,9.99,6.75,Completed,0
12473,10/22/2023,USB-C-CABLE-2M,1,12.99,12.99,9.99,5.35,Completed,0
10194,10/22/2023,USB-C-CABLE-2M,1,12.99,12.99,9.99,5.35,Completed,0
11863,10/22/2023,GENERIC-GADGET-6,1,38.3,38.3,9.99,6.75,Completed,0
10797,10/22/2023,GENERIC-GADGET-3,2,59.05,118.1,0,8.15,Completed,0
13446,10/22/2023,GENERIC-GADGET-6,2,38.3,76.6,0,6.75,Completed,0
13032,10/22/2023,GENERIC-GADGET-3,1,59.05,59.05,0,8.15,Completed,0
12974,10/22/2023,GENERIC-GADGET-5,1,76.53,76.53,0,8.15,Completed,0
12081,10/22/2023,GENERIC-GADGET-6,1,38.3,38.3,9.99,6.75,Completed,0
12200,10/22/2023,GENERIC-GADGET-9,1,44.07,44.07,9.99,6.4,Completed,0
11940,10/22/2023,GAMER-CHAIR-PRO,1,199.99,199.99,0,57.5,Completed,0
14467,10/22/2023,GENERIC-GADGET-2,1,59.9,59.9,0,7.1,Completed,0
14405,10/22/2023,VR-HEADSET-LITE,2,299.99,599.98,0,7.8,Completed,0
14007,10/22/2023,GAMER-CHAIR-PRO,1,199.99,199.99,0,57.5,Refunded,-199.99
13071,10/22/2023,GENERIC-GADGET-8,1,46.52,46.52,9.99,7.8,Completed,0
13879,10/22/2023,GENERIC-GADGET-2,1,59.9,59.9,0,7.1,Completed,0
11860,10/22/2023,GENERIC-GADGET-6,1,38.3,38.3,9.99,6.75,Completed,0
12763,10/22/2023,GENERIC-GADGET-11,1,66.71,66.71,0,6.75,Completed,0
10595,10/22/2023,SMART-HUB-X,1,89.99,89.99,0,6.75,Completed,0
12689,10/22/2023,GENERIC-GADGET-9,1,44.07,44.07,9.99,6.4,Completed,0
14179,10/22/2023,GENERIC-GADGET-1,3,65.5,196.5,0,6.75,Completed,0
14250,10/22/2023,GAMER-CHAIR-PRO,2,199.99,399.98,0,57.5,Completed,0
10016,10/22/2023,GENERIC-GADGET-4,1,65.08,65.08,0,8.15,Completed,0
14047,10/22/2023,SMART-HUB-X,1,89.99,89.99,0,6.75,Completed,0
12647,10/22/2023,GENERIC-GADGET-1,1,65.5,65.5,0,6.75,Completed,0
11444,10/22/2023,GENERIC-GADGET-2,3,59.9,179.7,0,7.1,Completed,0
13986,10/22/2023,GENERIC-GADGET-9,1,44.07,44.07,9.99,6.4,Completed,0
11481,10/22/2023,GENERIC-GADGET-11,1,66.71,66.71,0,6.75,Completed,0
13565,10/22/2023,GAMER-CHAIR-PRO,2,199.99,399.98,0,57.5,Completed,0
12808,10/22/2023,LAPTOP-STAND-ALU,1,59.99,59.99,0,9.2,Completed,0
14373,10/22/2023,GENERIC-GADGET-6,1,38.3,38.3,9.99,6.75,Completed,0
11524,10/22/2023,MECH-KEYBOARD-RGB,2,129.99,259.98,0,10.25,Completed,0
10338,10/23/2023,GENERIC-GADGET-11,1,66.71,66.71,0,6.75,Completed,0
13056,10/23/2023,GENERIC-GADGET-9,1,44.07,44.07,9.99,6.4,Completed,0
13073,10/23/2023,GENERIC-GADGET-6,1,38.3,38.3,9.99,6.75,Completed,0
14081,10/23/2023,GENERIC-GADGET-6,3,38.3,114.9,0,6.75,Completed,0
14413,10/23/2023,GENERIC-GADGET-0,1,50.75,50.75,0,7.45,Completed,0
13408,10/23/2023,GENERIC-GADGET-9,3,44.07,132.21,0,6.4,Completed,0
13386,10/23/2023,GENERIC-GADGET-8,1,46.52,46.52,9.99,7.8,Completed,0
11312,10/23/2023,GENERIC-GADGET-2,1,59.9,59.9,0,7.1,Completed,0
12978,10/23/2023,SCREEN-CLEAN-KIT,1,9.99,9.99,9.99,5.7,Completed,0
10027,10/23/2023,MOUSE-PAD-XL,1,24.99,24.99,9.99,6.4,Completed,0
11580,10/23/2023,SMART-HUB-X,1,89.99,89.99,0,6.75,Completed,0
13340,10/23/2023,LAPTOP-STAND-ALU,1,59.99,59.99,0,9.2,Completed,0
12556,10/23/2023,GENERIC-GADGET-4,1,65.08,65.08,0,8.15,Refunded,-65.08
11829,10/23/2023,GENERIC-GADGET-3,1,59.05,59.05,0,8.15,Completed,0
11105,10/23/2023,SMART-HUB-X,1,89.99,89.99,0,6.75,Completed,0
10201,10/23/2023,GENERIC-GADGET-10,1,77.76,77.76,0,8.15,Completed,0
10771,10/23/2023,GENERIC-GADGET-6,3,38.3,114.9,0,6.75,Completed,0
10769,10/23/2023,GENERIC-GADGET-6,1,38.3,38.3,9.99,6.75,Completed,0
10764,10/23/2023,GENERIC-GADGET-3,1,59.05,59.05,0,8.15,Completed,0
11434,10/23/2023,SCREEN-CLEAN-KIT,1,9.99,9.99,9.99,5.7,Completed,0
11048,10/23/2023,SCREEN-CLEAN-KIT,1,9.99,9.99,9.99,5.7,Completed,0
11716,10/23/2023,LAPTOP-STAND-ALU,1,59.99,59.99,0,9.2,Completed,0
14214,10/23/2023,USB-C-CABLE-2M,1,12.99,12.99,9.99,5.35,Completed,0
14494,10/23/2023,GENERIC-GADGET-10,1,77.76,77.76,0,8.15,Completed,0
10754,10/23/2023,GENERIC-GADGET-5,1,76.53,76.53,0,8.15,Completed,0
10225,10/23/2023,LAPTOP-STAND-ALU,1,59.99,59.99,0,9.2,Completed,0
11687,10/23/2023,SMART-HUB-X,1,89.99,89.99,0,6.75,Completed,0
10224,10/23/2023,VR-HEADSET-LITE,1,299.99,299.99,0,7.8,Completed,0
